fund_name,date,nav
HDFC Top 100 Fund - Direct Plan - Growth,12-05-2026,104.75850
HDFC Top 100 Fund - Direct Plan - Growth,11-05-2026,104.80530
HDFC Top 100 Fund - Direct Plan - Growth,08-05-2026,104.86960
HDFC Top 100 Fund - Direct Plan - Growth,07-05-2026,104.87620
HDFC Top 100 Fund - Direct Plan - Growth,06-05-2026,104.80430
HDFC Top 100 Fund - Direct Plan - Growth,05-05-2026,104.61660
HDFC Top 100 Fund - Direct Plan - Growth,04-05-2026,104.65440
HDFC Top 100 Fund - Direct Plan - Growth,30-04-2026,104.57060
HDFC Top 100 Fund - Direct Plan - Growth,29-04-2026,104.65940
HDFC Top 100 Fund - Direct Plan - Growth,28-04-2026,104.74280
HDFC Top 100 Fund - Direct Plan - Growth,27-04-2026,104.77710
HDFC Top 100 Fund - Direct Plan - Growth,24-04-2026,104.70910
HDFC Top 100 Fund - Direct Plan - Growth,23-04-2026,104.76520
HDFC Top 100 Fund - Direct Plan - Growth,22-04-2026,104.84730
HDFC Top 100 Fund - Direct Plan - Growth,21-04-2026,104.84700
HDFC Top 100 Fund - Direct Plan - Growth,20-04-2026,104.83690
HDFC Top 100 Fund - Direct Plan - Growth,17-04-2026,104.78210
HDFC Top 100 Fund - Direct Plan - Growth,16-04-2026,104.79590
HDFC Top 100 Fund - Direct Plan - Growth,15-04-2026,104.79010
HDFC Top 100 Fund - Direct Plan - Growth,13-04-2026,104.61130
HDFC Top 100 Fund - Direct Plan - Growth,10-04-2026,104.59560
HDFC Top 100 Fund - Direct Plan - Growth,09-04-2026,104.51500
HDFC Top 100 Fund - Direct Plan - Growth,08-04-2026,104.39190
HDFC Top 100 Fund - Direct Plan - Growth,07-04-2026,103.99180
HDFC Top 100 Fund - Direct Plan - Growth,06-04-2026,103.91420
HDFC Top 100 Fund - Direct Plan - Growth,02-04-2026,103.88130
HDFC Top 100 Fund - Direct Plan - Growth,31-03-2026,104.01160
HDFC Top 100 Fund - Direct Plan - Growth,30-03-2026,103.99210
HDFC Top 100 Fund - Direct Plan - Growth,27-03-2026,103.91020
HDFC Top 100 Fund - Direct Plan - Growth,25-03-2026,103.97130
HDFC Top 100 Fund - Direct Plan - Growth,24-03-2026,103.98160
HDFC Top 100 Fund - Direct Plan - Growth,23-03-2026,110.66250
HDFC Top 100 Fund - Direct Plan - Growth,20-03-2026,110.93520
HDFC Top 100 Fund - Direct Plan - Growth,18-03-2026,110.99850
HDFC Top 100 Fund - Direct Plan - Growth,17-03-2026,110.93160
HDFC Top 100 Fund - Direct Plan - Growth,16-03-2026,110.91590
HDFC Top 100 Fund - Direct Plan - Growth,13-03-2026,110.92870
HDFC Top 100 Fund - Direct Plan - Growth,12-03-2026,110.98980
HDFC Top 100 Fund - Direct Plan - Growth,11-03-2026,111.10720
HDFC Top 100 Fund - Direct Plan - Growth,10-03-2026,111.04840
HDFC Top 100 Fund - Direct Plan - Growth,09-03-2026,110.91930
HDFC Top 100 Fund - Direct Plan - Growth,06-03-2026,111.03950
HDFC Top 100 Fund - Direct Plan - Growth,05-03-2026,111.05340
HDFC Top 100 Fund - Direct Plan - Growth,04-03-2026,110.94990
HDFC Top 100 Fund - Direct Plan - Growth,02-03-2026,111.06530
HDFC Top 100 Fund - Direct Plan - Growth,27-02-2026,111.02610
HDFC Top 100 Fund - Direct Plan - Growth,26-02-2026,111.00690
HDFC Top 100 Fund - Direct Plan - Growth,25-02-2026,110.98260
HDFC Top 100 Fund - Direct Plan - Growth,24-02-2026,110.93940
HDFC Top 100 Fund - Direct Plan - Growth,23-02-2026,110.88290
HDFC Top 100 Fund - Direct Plan - Growth,20-02-2026,110.80700
HDFC Top 100 Fund - Direct Plan - Growth,18-02-2026,110.86130
HDFC Top 100 Fund - Direct Plan - Growth,17-02-2026,110.86820
HDFC Top 100 Fund - Direct Plan - Growth,16-02-2026,110.84090
HDFC Top 100 Fund - Direct Plan - Growth,13-02-2026,110.75840
HDFC Top 100 Fund - Direct Plan - Growth,12-02-2026,110.63090
HDFC Top 100 Fund - Direct Plan - Growth,11-02-2026,110.50560
HDFC Top 100 Fund - Direct Plan - Growth,10-02-2026,110.42930
HDFC Top 100 Fund - Direct Plan - Growth,09-02-2026,110.42330
HDFC Top 100 Fund - Direct Plan - Growth,06-02-2026,110.41730
HDFC Top 100 Fund - Direct Plan - Growth,05-02-2026,110.59850
HDFC Top 100 Fund - Direct Plan - Growth,04-02-2026,110.44770
HDFC Top 100 Fund - Direct Plan - Growth,03-02-2026,110.29600
HDFC Top 100 Fund - Direct Plan - Growth,02-02-2026,110.15370
HDFC Top 100 Fund - Direct Plan - Growth,30-01-2026,110.19030
HDFC Top 100 Fund - Direct Plan - Growth,29-01-2026,110.09220
HDFC Top 100 Fund - Direct Plan - Growth,28-01-2026,110.08550
HDFC Top 100 Fund - Direct Plan - Growth,27-01-2026,110.10780
HDFC Top 100 Fund - Direct Plan - Growth,23-01-2026,110.07660
HDFC Top 100 Fund - Direct Plan - Growth,22-01-2026,110.05390
HDFC Top 100 Fund - Direct Plan - Growth,21-01-2026,109.94380
HDFC Top 100 Fund - Direct Plan - Growth,20-01-2026,109.93850
HDFC Top 100 Fund - Direct Plan - Growth,19-01-2026,109.97420
HDFC Top 100 Fund - Direct Plan - Growth,16-01-2026,110.01070
HDFC Top 100 Fund - Direct Plan - Growth,14-01-2026,110.12860
HDFC Top 100 Fund - Direct Plan - Growth,13-01-2026,110.18780
HDFC Top 100 Fund - Direct Plan - Growth,12-01-2026,110.29740
HDFC Top 100 Fund - Direct Plan - Growth,09-01-2026,110.23270
HDFC Top 100 Fund - Direct Plan - Growth,08-01-2026,110.22180
HDFC Top 100 Fund - Direct Plan - Growth,07-01-2026,110.21750
HDFC Top 100 Fund - Direct Plan - Growth,06-01-2026,110.26470
HDFC Top 100 Fund - Direct Plan - Growth,05-01-2026,110.24980
HDFC Top 100 Fund - Direct Plan - Growth,02-01-2026,110.33330
HDFC Top 100 Fund - Direct Plan - Growth,01-01-2026,110.34930
HDFC Top 100 Fund - Direct Plan - Growth,31-12-2025,110.32120
HDFC Top 100 Fund - Direct Plan - Growth,30-12-2025,110.21760
HDFC Top 100 Fund - Direct Plan - Growth,29-12-2025,110.27990
HDFC Top 100 Fund - Direct Plan - Growth,26-12-2025,110.22470
HDFC Top 100 Fund - Direct Plan - Growth,24-12-2025,110.20790
HDFC Top 100 Fund - Direct Plan - Growth,23-12-2025,109.99540
HDFC Top 100 Fund - Direct Plan - Growth,22-12-2025,110.02410
HDFC Top 100 Fund - Direct Plan - Growth,19-12-2025,110.04030
HDFC Top 100 Fund - Direct Plan - Growth,18-12-2025,110.01950
HDFC Top 100 Fund - Direct Plan - Growth,17-12-2025,110.02660
HDFC Top 100 Fund - Direct Plan - Growth,16-12-2025,110.02610
HDFC Top 100 Fund - Direct Plan - Growth,15-12-2025,109.99440
HDFC Top 100 Fund - Direct Plan - Growth,12-12-2025,110.06520
HDFC Top 100 Fund - Direct Plan - Growth,11-12-2025,110.06090
HDFC Top 100 Fund - Direct Plan - Growth,10-12-2025,110.04660
HDFC Top 100 Fund - Direct Plan - Growth,09-12-2025,110.18520
HDFC Top 100 Fund - Direct Plan - Growth,08-12-2025,110.32990
HDFC Top 100 Fund - Direct Plan - Growth,05-12-2025,110.33730
HDFC Top 100 Fund - Direct Plan - Growth,04-12-2025,110.23500
HDFC Top 100 Fund - Direct Plan - Growth,03-12-2025,110.23620
HDFC Top 100 Fund - Direct Plan - Growth,02-12-2025,110.23490
HDFC Top 100 Fund - Direct Plan - Growth,01-12-2025,110.21100
HDFC Top 100 Fund - Direct Plan - Growth,28-11-2025,110.26150
HDFC Top 100 Fund - Direct Plan - Growth,27-11-2025,110.27430
HDFC Top 100 Fund - Direct Plan - Growth,26-11-2025,110.26580
HDFC Top 100 Fund - Direct Plan - Growth,25-11-2025,110.19240
HDFC Top 100 Fund - Direct Plan - Growth,24-11-2025,110.13220
HDFC Top 100 Fund - Direct Plan - Growth,21-11-2025,110.07080
HDFC Top 100 Fund - Direct Plan - Growth,20-11-2025,110.08820
HDFC Top 100 Fund - Direct Plan - Growth,19-11-2025,110.07710
HDFC Top 100 Fund - Direct Plan - Growth,18-11-2025,110.02050
HDFC Top 100 Fund - Direct Plan - Growth,17-11-2025,109.97560
HDFC Top 100 Fund - Direct Plan - Growth,14-11-2025,109.97250
HDFC Top 100 Fund - Direct Plan - Growth,13-11-2025,109.99070
HDFC Top 100 Fund - Direct Plan - Growth,12-11-2025,109.99470
HDFC Top 100 Fund - Direct Plan - Growth,11-11-2025,109.96100
HDFC Top 100 Fund - Direct Plan - Growth,10-11-2025,109.92500
HDFC Top 100 Fund - Direct Plan - Growth,07-11-2025,109.86090
HDFC Top 100 Fund - Direct Plan - Growth,06-11-2025,109.83370
HDFC Top 100 Fund - Direct Plan - Growth,04-11-2025,109.79410
HDFC Top 100 Fund - Direct Plan - Growth,03-11-2025,109.75480
HDFC Top 100 Fund - Direct Plan - Growth,31-10-2025,109.67680
HDFC Top 100 Fund - Direct Plan - Growth,30-10-2025,109.65210
HDFC Top 100 Fund - Direct Plan - Growth,29-10-2025,109.69340
HDFC Top 100 Fund - Direct Plan - Growth,28-10-2025,109.64040
HDFC Top 100 Fund - Direct Plan - Growth,27-10-2025,109.61250
HDFC Top 100 Fund - Direct Plan - Growth,24-10-2025,109.56730
HDFC Top 100 Fund - Direct Plan - Growth,23-10-2025,109.58170
HDFC Top 100 Fund - Direct Plan - Growth,20-10-2025,109.61550
HDFC Top 100 Fund - Direct Plan - Growth,17-10-2025,109.58440
HDFC Top 100 Fund - Direct Plan - Growth,16-10-2025,109.51310
HDFC Top 100 Fund - Direct Plan - Growth,15-10-2025,109.47540
HDFC Top 100 Fund - Direct Plan - Growth,14-10-2025,109.40880
HDFC Top 100 Fund - Direct Plan - Growth,13-10-2025,109.37630
HDFC Top 100 Fund - Direct Plan - Growth,10-10-2025,109.28520
HDFC Top 100 Fund - Direct Plan - Growth,09-10-2025,109.25970
HDFC Top 100 Fund - Direct Plan - Growth,08-10-2025,109.25240
HDFC Top 100 Fund - Direct Plan - Growth,07-10-2025,109.20450
HDFC Top 100 Fund - Direct Plan - Growth,06-10-2025,109.09260
HDFC Top 100 Fund - Direct Plan - Growth,03-10-2025,108.95910
HDFC Top 100 Fund - Direct Plan - Growth,01-10-2025,108.82850
HDFC Top 100 Fund - Direct Plan - Growth,30-09-2025,108.73970
HDFC Top 100 Fund - Direct Plan - Growth,26-09-2025,108.67020
HDFC Top 100 Fund - Direct Plan - Growth,25-09-2025,108.61700
HDFC Top 100 Fund - Direct Plan - Growth,24-09-2025,108.58590
HDFC Top 100 Fund - Direct Plan - Growth,23-09-2025,108.57080
HDFC Top 100 Fund - Direct Plan - Growth,22-09-2025,108.51310
HDFC Top 100 Fund - Direct Plan - Growth,19-09-2025,108.44280
HDFC Top 100 Fund - Direct Plan - Growth,18-09-2025,108.45520
HDFC Top 100 Fund - Direct Plan - Growth,17-09-2025,108.45380
HDFC Top 100 Fund - Direct Plan - Growth,16-09-2025,108.37870
HDFC Top 100 Fund - Direct Plan - Growth,15-09-2025,108.38020
HDFC Top 100 Fund - Direct Plan - Growth,12-09-2025,108.40060
HDFC Top 100 Fund - Direct Plan - Growth,11-09-2025,108.36900
HDFC Top 100 Fund - Direct Plan - Growth,10-09-2025,108.35740
HDFC Top 100 Fund - Direct Plan - Growth,09-09-2025,108.35190
HDFC Top 100 Fund - Direct Plan - Growth,05-09-2025,108.24500
HDFC Top 100 Fund - Direct Plan - Growth,04-09-2025,108.13790
HDFC Top 100 Fund - Direct Plan - Growth,03-09-2025,108.04710
HDFC Top 100 Fund - Direct Plan - Growth,02-09-2025,108.00880
HDFC Top 100 Fund - Direct Plan - Growth,01-09-2025,108.03730
HDFC Top 100 Fund - Direct Plan - Growth,29-08-2025,108.02970
HDFC Top 100 Fund - Direct Plan - Growth,28-08-2025,108.06600
HDFC Top 100 Fund - Direct Plan - Growth,26-08-2025,107.92660
HDFC Top 100 Fund - Direct Plan - Growth,25-08-2025,108.10370
HDFC Top 100 Fund - Direct Plan - Growth,22-08-2025,108.10960
HDFC Top 100 Fund - Direct Plan - Growth,21-08-2025,108.09850
HDFC Top 100 Fund - Direct Plan - Growth,20-08-2025,108.08990
HDFC Top 100 Fund - Direct Plan - Growth,19-08-2025,108.00830
HDFC Top 100 Fund - Direct Plan - Growth,18-08-2025,108.12710
HDFC Top 100 Fund - Direct Plan - Growth,14-08-2025,108.15430
HDFC Top 100 Fund - Direct Plan - Growth,13-08-2025,107.99010
HDFC Top 100 Fund - Direct Plan - Growth,12-08-2025,108.04900
HDFC Top 100 Fund - Direct Plan - Growth,11-08-2025,108.20180
HDFC Top 100 Fund - Direct Plan - Growth,08-08-2025,108.27260
HDFC Top 100 Fund - Direct Plan - Growth,07-08-2025,108.26110
HDFC Top 100 Fund - Direct Plan - Growth,06-08-2025,108.21530
HDFC Top 100 Fund - Direct Plan - Growth,05-08-2025,108.44120
HDFC Top 100 Fund - Direct Plan - Growth,04-08-2025,108.43550
HDFC Top 100 Fund - Direct Plan - Growth,01-08-2025,108.29520
HDFC Top 100 Fund - Direct Plan - Growth,31-07-2025,108.21670
HDFC Top 100 Fund - Direct Plan - Growth,30-07-2025,108.17570
HDFC Top 100 Fund - Direct Plan - Growth,29-07-2025,108.18280
HDFC Top 100 Fund - Direct Plan - Growth,28-07-2025,108.21930
HDFC Top 100 Fund - Direct Plan - Growth,25-07-2025,108.19820
HDFC Top 100 Fund - Direct Plan - Growth,24-07-2025,108.25730
HDFC Top 100 Fund - Direct Plan - Growth,23-07-2025,108.22770
HDFC Top 100 Fund - Direct Plan - Growth,22-07-2025,108.19790
HDFC Top 100 Fund - Direct Plan - Growth,21-07-2025,108.17290
HDFC Top 100 Fund - Direct Plan - Growth,18-07-2025,108.11610
HDFC Top 100 Fund - Direct Plan - Growth,17-07-2025,108.02720
HDFC Top 100 Fund - Direct Plan - Growth,16-07-2025,107.96580
HDFC Top 100 Fund - Direct Plan - Growth,15-07-2025,107.96200
HDFC Top 100 Fund - Direct Plan - Growth,14-07-2025,107.96170
HDFC Top 100 Fund - Direct Plan - Growth,11-07-2025,107.91250
HDFC Top 100 Fund - Direct Plan - Growth,10-07-2025,107.89280
HDFC Top 100 Fund - Direct Plan - Growth,09-07-2025,107.89240
HDFC Top 100 Fund - Direct Plan - Growth,08-07-2025,107.91980
HDFC Top 100 Fund - Direct Plan - Growth,07-07-2025,107.92430
HDFC Top 100 Fund - Direct Plan - Growth,04-07-2025,107.84660
HDFC Top 100 Fund - Direct Plan - Growth,03-07-2025,107.85520
HDFC Top 100 Fund - Direct Plan - Growth,02-07-2025,107.76770
HDFC Top 100 Fund - Direct Plan - Growth,01-07-2025,107.66240
HDFC Top 100 Fund - Direct Plan - Growth,30-06-2025,107.57670
HDFC Top 100 Fund - Direct Plan - Growth,27-06-2025,107.48780
HDFC Top 100 Fund - Direct Plan - Growth,26-06-2025,107.50110
HDFC Top 100 Fund - Direct Plan - Growth,25-06-2025,107.51100
HDFC Top 100 Fund - Direct Plan - Growth,24-06-2025,107.57330
HDFC Top 100 Fund - Direct Plan - Growth,23-06-2025,107.45770
HDFC Top 100 Fund - Direct Plan - Growth,20-06-2025,107.43840
HDFC Top 100 Fund - Direct Plan - Growth,19-06-2025,107.44650
HDFC Top 100 Fund - Direct Plan - Growth,18-06-2025,107.57160
HDFC Top 100 Fund - Direct Plan - Growth,17-06-2025,107.56440
HDFC Top 100 Fund - Direct Plan - Growth,16-06-2025,107.43870
HDFC Top 100 Fund - Direct Plan - Growth,13-06-2025,107.35750
HDFC Top 100 Fund - Direct Plan - Growth,12-06-2025,107.48250
HDFC Top 100 Fund - Direct Plan - Growth,11-06-2025,107.54390
HDFC Top 100 Fund - Direct Plan - Growth,10-06-2025,107.64210
HDFC Top 100 Fund - Direct Plan - Growth,09-06-2025,107.88600
HDFC Top 100 Fund - Direct Plan - Growth,06-06-2025,108.00920
HDFC Top 100 Fund - Direct Plan - Growth,05-06-2025,107.78120
HDFC Top 100 Fund - Direct Plan - Growth,04-06-2025,107.74690
HDFC Top 100 Fund - Direct Plan - Growth,03-06-2025,107.73450
HDFC Top 100 Fund - Direct Plan - Growth,02-06-2025,107.71030
HDFC Top 100 Fund - Direct Plan - Growth,30-05-2025,107.65700
HDFC Top 100 Fund - Direct Plan - Growth,29-05-2025,107.68830
HDFC Top 100 Fund - Direct Plan - Growth,28-05-2025,107.68220
HDFC Top 100 Fund - Direct Plan - Growth,27-05-2025,107.63290
HDFC Top 100 Fund - Direct Plan - Growth,26-05-2025,107.62180
HDFC Top 100 Fund - Direct Plan - Growth,23-05-2025,107.55340
HDFC Top 100 Fund - Direct Plan - Growth,22-05-2025,107.51930
HDFC Top 100 Fund - Direct Plan - Growth,21-05-2025,107.48780
HDFC Top 100 Fund - Direct Plan - Growth,20-05-2025,107.28670
HDFC Top 100 Fund - Direct Plan - Growth,19-05-2025,107.17660
HDFC Top 100 Fund - Direct Plan - Growth,16-05-2025,107.06880
HDFC Top 100 Fund - Direct Plan - Growth,15-05-2025,106.90550
HDFC Top 100 Fund - Direct Plan - Growth,14-05-2025,106.79010
HDFC Top 100 Fund - Direct Plan - Growth,13-05-2025,106.66610
HDFC Top 100 Fund - Direct Plan - Growth,09-05-2025,106.27890
HDFC Top 100 Fund - Direct Plan - Growth,08-05-2025,106.34660
HDFC Top 100 Fund - Direct Plan - Growth,07-05-2025,106.55850
HDFC Top 100 Fund - Direct Plan - Growth,06-05-2025,106.50850
HDFC Top 100 Fund - Direct Plan - Growth,05-05-2025,106.54510
HDFC Top 100 Fund - Direct Plan - Growth,02-05-2025,106.45730
HDFC Top 100 Fund - Direct Plan - Growth,30-04-2025,106.42720
HDFC Top 100 Fund - Direct Plan - Growth,29-04-2025,106.42310
HDFC Top 100 Fund - Direct Plan - Growth,28-04-2025,106.34220
HDFC Top 100 Fund - Direct Plan - Growth,25-04-2025,106.29280
HDFC Top 100 Fund - Direct Plan - Growth,24-04-2025,106.34310
HDFC Top 100 Fund - Direct Plan - Growth,23-04-2025,106.35570
HDFC Top 100 Fund - Direct Plan - Growth,22-04-2025,106.28670
HDFC Top 100 Fund - Direct Plan - Growth,21-04-2025,106.19590
HDFC Top 100 Fund - Direct Plan - Growth,17-04-2025,106.03930
HDFC Top 100 Fund - Direct Plan - Growth,16-04-2025,105.91380
HDFC Top 100 Fund - Direct Plan - Growth,15-04-2025,105.82560
HDFC Top 100 Fund - Direct Plan - Growth,11-04-2025,105.71660
HDFC Top 100 Fund - Direct Plan - Growth,09-04-2025,105.59500
HDFC Top 100 Fund - Direct Plan - Growth,08-04-2025,105.47980
HDFC Top 100 Fund - Direct Plan - Growth,07-04-2025,105.48950
HDFC Top 100 Fund - Direct Plan - Growth,04-04-2025,105.47310
HDFC Top 100 Fund - Direct Plan - Growth,03-04-2025,105.40700
HDFC Top 100 Fund - Direct Plan - Growth,02-04-2025,105.26930
HDFC Top 100 Fund - Direct Plan - Growth,31-03-2025,104.85170
HDFC Top 100 Fund - Direct Plan - Growth,28-03-2025,104.79800
HDFC Top 100 Fund - Direct Plan - Growth,27-03-2025,104.58870
HDFC Top 100 Fund - Direct Plan - Growth,26-03-2025,104.42750
HDFC Top 100 Fund - Direct Plan - Growth,25-03-2025,104.31520
HDFC Top 100 Fund - Direct Plan - Growth,24-03-2025,104.27110
HDFC Top 100 Fund - Direct Plan - Growth,21-03-2025,104.17870
HDFC Top 100 Fund - Direct Plan - Growth,20-03-2025,104.08510
HDFC Top 100 Fund - Direct Plan - Growth,19-03-2025,103.98430
HDFC Top 100 Fund - Direct Plan - Growth,18-03-2025,103.86850
HDFC Top 100 Fund - Direct Plan - Growth,17-03-2025,103.81830
HDFC Top 100 Fund - Direct Plan - Growth,13-03-2025,103.73140
HDFC Top 100 Fund - Direct Plan - Growth,12-03-2025,103.69370
HDFC Top 100 Fund - Direct Plan - Growth,11-03-2025,103.66330
HDFC Top 100 Fund - Direct Plan - Growth,10-03-2025,103.63180
HDFC Top 100 Fund - Direct Plan - Growth,07-03-2025,103.59320
HDFC Top 100 Fund - Direct Plan - Growth,06-03-2025,103.57700
HDFC Top 100 Fund - Direct Plan - Growth,05-03-2025,103.51560
HDFC Top 100 Fund - Direct Plan - Growth,04-03-2025,103.49610
HDFC Top 100 Fund - Direct Plan - Growth,03-03-2025,103.49150
HDFC Top 100 Fund - Direct Plan - Growth,28-02-2025,103.45420
HDFC Top 100 Fund - Direct Plan - Growth,27-02-2025,103.47500
HDFC Top 100 Fund - Direct Plan - Growth,25-02-2025,103.53110
HDFC Top 100 Fund - Direct Plan - Growth,24-02-2025,103.52300
HDFC Top 100 Fund - Direct Plan - Growth,21-02-2025,103.46060
HDFC Top 100 Fund - Direct Plan - Growth,20-02-2025,103.44730
HDFC Top 100 Fund - Direct Plan - Growth,18-02-2025,103.42800
HDFC Top 100 Fund - Direct Plan - Growth,17-02-2025,103.40240
HDFC Top 100 Fund - Direct Plan - Growth,14-02-2025,103.35870
HDFC Top 100 Fund - Direct Plan - Growth,13-02-2025,103.34130
HDFC Top 100 Fund - Direct Plan - Growth,12-02-2025,103.33270
HDFC Top 100 Fund - Direct Plan - Growth,11-02-2025,103.34910
HDFC Top 100 Fund - Direct Plan - Growth,10-02-2025,103.31190
HDFC Top 100 Fund - Direct Plan - Growth,07-02-2025,103.29830
HDFC Top 100 Fund - Direct Plan - Growth,06-02-2025,103.35570
HDFC Top 100 Fund - Direct Plan - Growth,05-02-2025,103.28870
HDFC Top 100 Fund - Direct Plan - Growth,04-02-2025,103.20960
HDFC Top 100 Fund - Direct Plan - Growth,03-02-2025,103.20790
HDFC Top 100 Fund - Direct Plan - Growth,31-01-2025,103.11940
HDFC Top 100 Fund - Direct Plan - Growth,30-01-2025,103.09950
HDFC Top 100 Fund - Direct Plan - Growth,29-01-2025,103.06310
HDFC Top 100 Fund - Direct Plan - Growth,28-01-2025,103.05510
HDFC Top 100 Fund - Direct Plan - Growth,27-01-2025,103.01910
HDFC Top 100 Fund - Direct Plan - Growth,24-01-2025,102.90000
HDFC Top 100 Fund - Direct Plan - Growth,23-01-2025,102.88280
HDFC Top 100 Fund - Direct Plan - Growth,22-01-2025,102.88200
HDFC Top 100 Fund - Direct Plan - Growth,21-01-2025,102.83300
HDFC Top 100 Fund - Direct Plan - Growth,20-01-2025,102.77220
HDFC Top 100 Fund - Direct Plan - Growth,17-01-2025,102.69710
HDFC Top 100 Fund - Direct Plan - Growth,16-01-2025,102.68460
HDFC Top 100 Fund - Direct Plan - Growth,15-01-2025,102.55470
HDFC Top 100 Fund - Direct Plan - Growth,14-01-2025,102.50670
HDFC Top 100 Fund - Direct Plan - Growth,13-01-2025,102.47900
HDFC Top 100 Fund - Direct Plan - Growth,10-01-2025,102.57880
HDFC Top 100 Fund - Direct Plan - Growth,09-01-2025,102.56690
HDFC Top 100 Fund - Direct Plan - Growth,08-01-2025,102.58420
HDFC Top 100 Fund - Direct Plan - Growth,07-01-2025,102.59420
HDFC Top 100 Fund - Direct Plan - Growth,06-01-2025,102.54280
HDFC Top 100 Fund - Direct Plan - Growth,03-01-2025,102.47340
HDFC Top 100 Fund - Direct Plan - Growth,02-01-2025,102.44110
HDFC Top 100 Fund - Direct Plan - Growth,01-01-2025,102.43730
HDFC Top 100 Fund - Direct Plan - Growth,31-12-2024,102.42610
HDFC Top 100 Fund - Direct Plan - Growth,30-12-2024,102.39350
HDFC Top 100 Fund - Direct Plan - Growth,27-12-2024,102.33770
HDFC Top 100 Fund - Direct Plan - Growth,26-12-2024,102.30570
HDFC Top 100 Fund - Direct Plan - Growth,24-12-2024,102.27600
HDFC Top 100 Fund - Direct Plan - Growth,23-12-2024,102.29710
HDFC Top 100 Fund - Direct Plan - Growth,20-12-2024,102.22990
HDFC Top 100 Fund - Direct Plan - Growth,19-12-2024,102.23190
HDFC Top 100 Fund - Direct Plan - Growth,18-12-2024,102.30510
HDFC Top 100 Fund - Direct Plan - Growth,17-12-2024,102.27880
HDFC Top 100 Fund - Direct Plan - Growth,16-12-2024,108.81760
HDFC Top 100 Fund - Direct Plan - Growth,13-12-2024,108.76540
HDFC Top 100 Fund - Direct Plan - Growth,12-12-2024,108.76000
HDFC Top 100 Fund - Direct Plan - Growth,11-12-2024,108.77140
HDFC Top 100 Fund - Direct Plan - Growth,10-12-2024,108.75120
HDFC Top 100 Fund - Direct Plan - Growth,09-12-2024,108.71240
HDFC Top 100 Fund - Direct Plan - Growth,06-12-2024,108.64920
HDFC Top 100 Fund - Direct Plan - Growth,05-12-2024,108.71270
HDFC Top 100 Fund - Direct Plan - Growth,04-12-2024,108.66520
HDFC Top 100 Fund - Direct Plan - Growth,03-12-2024,108.57720
HDFC Top 100 Fund - Direct Plan - Growth,02-12-2024,108.54700
HDFC Top 100 Fund - Direct Plan - Growth,29-11-2024,108.34810
HDFC Top 100 Fund - Direct Plan - Growth,28-11-2024,108.24800
HDFC Top 100 Fund - Direct Plan - Growth,27-11-2024,108.21860
HDFC Top 100 Fund - Direct Plan - Growth,26-11-2024,108.23400
HDFC Top 100 Fund - Direct Plan - Growth,25-11-2024,108.21990
HDFC Top 100 Fund - Direct Plan - Growth,22-11-2024,108.13010
HDFC Top 100 Fund - Direct Plan - Growth,21-11-2024,108.15470
HDFC Top 100 Fund - Direct Plan - Growth,19-11-2024,108.14590
HDFC Top 100 Fund - Direct Plan - Growth,18-11-2024,108.11440
HDFC Top 100 Fund - Direct Plan - Growth,14-11-2024,108.02650
HDFC Top 100 Fund - Direct Plan - Growth,13-11-2024,108.05130
HDFC Top 100 Fund - Direct Plan - Growth,12-11-2024,108.05340
HDFC Top 100 Fund - Direct Plan - Growth,11-11-2024,108.04570
HDFC Top 100 Fund - Direct Plan - Growth,08-11-2024,107.98840
HDFC Top 100 Fund - Direct Plan - Growth,07-11-2024,107.92370
HDFC Top 100 Fund - Direct Plan - Growth,06-11-2024,107.88790
HDFC Top 100 Fund - Direct Plan - Growth,05-11-2024,107.88740
HDFC Top 100 Fund - Direct Plan - Growth,04-11-2024,107.87390
HDFC Top 100 Fund - Direct Plan - Growth,31-10-2024,107.80150
HDFC Top 100 Fund - Direct Plan - Growth,30-10-2024,107.78810
HDFC Top 100 Fund - Direct Plan - Growth,29-10-2024,107.72500
HDFC Top 100 Fund - Direct Plan - Growth,28-10-2024,107.68610
HDFC Top 100 Fund - Direct Plan - Growth,25-10-2024,107.69090
HDFC Top 100 Fund - Direct Plan - Growth,24-10-2024,107.67400
HDFC Top 100 Fund - Direct Plan - Growth,23-10-2024,107.63360
HDFC Top 100 Fund - Direct Plan - Growth,22-10-2024,107.58690
HDFC Top 100 Fund - Direct Plan - Growth,21-10-2024,107.63570
HDFC Top 100 Fund - Direct Plan - Growth,18-10-2024,107.61580
HDFC Top 100 Fund - Direct Plan - Growth,17-10-2024,107.65030
HDFC Top 100 Fund - Direct Plan - Growth,16-10-2024,107.65350
HDFC Top 100 Fund - Direct Plan - Growth,15-10-2024,107.65340
HDFC Top 100 Fund - Direct Plan - Growth,14-10-2024,107.61860
HDFC Top 100 Fund - Direct Plan - Growth,11-10-2024,107.52650
HDFC Top 100 Fund - Direct Plan - Growth,10-10-2024,107.50400
HDFC Top 100 Fund - Direct Plan - Growth,09-10-2024,107.47720
HDFC Top 100 Fund - Direct Plan - Growth,08-10-2024,107.31260
HDFC Top 100 Fund - Direct Plan - Growth,07-10-2024,107.24870
HDFC Top 100 Fund - Direct Plan - Growth,04-10-2024,107.22570
HDFC Top 100 Fund - Direct Plan - Growth,03-10-2024,107.30760
HDFC Top 100 Fund - Direct Plan - Growth,01-10-2024,107.32370
